date,time,BMU05_CMA_Current,BMU05_CMA_Max_Temp,BMU05_CMA_Min_Temp,BMU05_CMA_Status,BMU05_CMA_Temp1,BMU05_CMA_Temp2,BMU05_CMA_Temp3,BMU05_CMA_Temp4,BMU05_CMA_Temp5,BMU05_CMA_Temp6,BMU05_CMA_Temp7,BMU05_CMA_Voltage,BMU05_CellBalancingStatus,BMU05_Cell_10_Voltage,BMU05_Cell_11_Voltage,BMU05_Cell_12_Voltage,BMU05_Cell_13_Voltage,BMU05_Cell_14_Voltage,BMU05_Cell_1_Voltage,BMU05_Cell_2_Voltage,BMU05_Cell_3_Voltage,BMU05_Cell_4_Voltage,BMU05_Cell_5_Voltage,BMU05_Cell_6_Voltage,BMU05_Cell_7_Voltage,BMU05_Cell_8_Voltage,BMU05_Cell_9_Voltage,BMU05_Charge_Ah_from_BMU,BMU05_Discharge_Ah_from_BMU,BMU05_Max_Cell_Voltage,BMU05_Min_Cell_Voltage,BMU05_SOC,BMU05_SOH,BMU09_CMA_Current,BMU09_CMA_Max_Temp,BMU09_CMA_Min_Temp,BMU09_CMA_Status,BMU09_CMA_Temp1,BMU09_CMA_Temp2,BMU09_CMA_Temp3,BMU09_CMA_Temp4,BMU09_CMA_Temp5,BMU09_CMA_Temp6,BMU09_CMA_Temp7,BMU09_CMA_Voltage,BMU09_CellBalancingStatus,BMU09_Cell_10_Voltage,BMU09_Cell_11_Voltage,BMU09_Cell_12_Voltage,BMU09_Cell_13_Voltage,BMU09_Cell_14_Voltage,BMU09_Cell_1_Voltage,BMU09_Cell_2_Voltage,BMU09_Cell_3_Voltage,BMU09_Cell_4_Voltage,BMU09_Cell_5_Voltage,BMU09_Cell_6_Voltage,BMU09_Cell_7_Voltage,BMU09_Cell_8_Voltage,BMU09_Cell_9_Voltage,BMU09_Charge_Ah_from_BMU,BMU09_Discharge_Ah_from_BMU,BMU09_Max_Cell_Voltage,BMU09_Min_Cell_Voltage,BMU09_SOC,BMU09_SOH,istempHigh,isvolLimited,isCVViolated
10-02-2021,12:36:41,-92.9,23,22,3,22,22,23,23,23,22,22,38.45,0,3.2,3.21,3.2,2.2,2.2,3.21,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8749195,3.21,3.2,100.0,100,-90.2,23,22,3,22,22,22,23,22,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8528958,3.21,3.2,100.0,100,False,False,False
10-02-2021,12:36:44,-92.80000000000001,23,22,67,22,22,23,23,23,22,22,38.45,0,3.2,3.21,3.2,2.2,2.2,3.21,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8749472,3.21,3.2,100.0,100,-90.2,23,22,67,22,22,22,23,22,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8529227,3.21,3.2,100.0,100,False,False,False
10-02-2021,12:36:47,-92.80000000000001,23,22,3,22,22,23,23,23,22,22,38.44,0,3.2,3.21,3.2,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8749748,3.21,3.2,100.0,100,-90.10000000000001,23,22,3,22,22,22,23,22,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8529495,3.21,3.2,100.0,100,False,False,False
10-02-2021,12:36:50,-92.80000000000001,23,22,67,22,22,23,23,23,22,22,38.45,0,3.2,3.21,3.2,2.2,2.2,3.21,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8750025,3.21,3.2,100.0,100,-90.2,23,22,67,22,22,22,23,23,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8529764,3.21,3.2,100.0,100,False,False,False
10-02-2021,12:36:53,-92.80000000000001,23,22,3,22,22,23,23,23,22,22,38.44,0,3.2,3.21,3.2,2.2,2.2,3.21,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8750301,3.21,3.2,100.0,100,-90.2,23,22,3,22,22,22,23,22,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8530033,3.21,3.2,100.0,100,False,False,False
10-02-2021,12:36:56,-92.80000000000001,23,22,67,22,22,23,23,23,22,22,38.45,0,3.2,3.21,3.2,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8750578,3.21,3.2,100.0,100,-90.2,23,22,67,22,22,22,23,23,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8530301,3.21,3.2,100.0,100,False,False,False
10-02-2021,12:36:59,-92.9,23,22,3,22,22,23,23,23,22,22,38.44,0,3.2,3.21,3.2,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8750854,3.21,3.2,100.0,100,-90.2,23,22,3,22,22,22,23,22,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8530570,3.21,3.2,100.0,100,False,False,False
10-02-2021,12:37:02,-92.9,23,22,67,22,22,23,23,23,22,22,38.45,0,3.2,3.21,3.2,2.2,2.2,3.21,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8751130,3.21,3.2,100.0,100,-90.2,23,22,67,22,22,22,23,22,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8530838,3.21,3.2,100.0,100,False,False,False
10-02-2021,12:37:05,-92.80000000000001,23,22,3,22,22,23,23,23,22,22,38.45,0,3.2,3.21,3.2,2.2,2.2,3.21,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8751407,3.21,3.2,100.0,100,-90.2,23,22,3,22,22,22,23,22,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8531106,3.21,3.2,100.0,100,False,False,False
10-02-2021,12:37:08,-92.80000000000001,23,22,67,22,22,23,23,23,22,22,38.44,0,3.2,3.21,3.2,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.2,3.2,3.2,3.2,0,8751683,3.21,3.2,100.0,100,-90.2,23,22,67,22,22,22,23,22,22,22,38.44,0,3.2,3.2,3.21,2.2,2.2,3.2,3.2,3.2,3.2,3.21,3.21,3.21,3.2,3.2,0,8531375,3.21,3.2,100.0,100,False,False,False
