date,time,BMU01_CMA_Current,BMU01_CMA_Current,BMU01_CMA_Max_Temp,BMU01_CMA_Max_Temp,BMU01_CMA_Min_Temp,BMU01_CMA_Min_Temp,BMU01_CMA_Status,BMU01_CMA_Status,BMU01_CMA_Temp1,BMU01_CMA_Temp1,BMU01_CMA_Temp2,BMU01_CMA_Temp2,BMU01_CMA_Temp3,BMU01_CMA_Temp3,BMU01_CMA_Temp4,BMU01_CMA_Temp4,BMU01_CMA_Temp5,BMU01_CMA_Temp5,BMU01_CMA_Temp6,BMU01_CMA_Temp6,BMU01_CMA_Temp7,BMU01_CMA_Temp7,BMU01_CMA_Voltage,BMU01_CMA_Voltage,BMU01_CellBalancingStatus,BMU01_CellBalancingStatus,BMU01_Cell_10_Voltage,BMU01_Cell_10_Voltage,BMU01_Cell_11_Voltage,BMU01_Cell_11_Voltage,BMU01_Cell_12_Voltage,BMU01_Cell_12_Voltage,BMU01_Cell_13_Voltage,BMU01_Cell_13_Voltage,BMU01_Cell_14_Voltage,BMU01_Cell_14_Voltage,BMU01_Cell_1_Voltage,BMU01_Cell_1_Voltage,BMU01_Cell_2_Voltage,BMU01_Cell_2_Voltage,BMU01_Cell_3_Voltage,BMU01_Cell_3_Voltage,BMU01_Cell_4_Voltage,BMU01_Cell_4_Voltage,BMU01_Cell_5_Voltage,BMU01_Cell_5_Voltage,BMU01_Cell_6_Voltage,BMU01_Cell_6_Voltage,BMU01_Cell_7_Voltage,BMU01_Cell_7_Voltage,BMU01_Cell_8_Voltage,BMU01_Cell_8_Voltage,BMU01_Cell_9_Voltage,BMU01_Cell_9_Voltage,BMU01_Charge_Ah_from_BMU,BMU01_Charge_Ah_from_BMU,BMU01_Discharge_Ah_from_BMU,BMU01_Discharge_Ah_from_BMU,BMU01_Max_Cell_Voltage,BMU01_Max_Cell_Voltage,BMU01_Min_Cell_Voltage,BMU01_Min_Cell_Voltage,BMU01_SOC,BMU01_SOC,BMU01_SOH,BMU01_SOH,BMU02_CMA_Current,BMU02_CMA_Current,BMU02_CMA_Max_Temp,BMU02_CMA_Max_Temp,BMU02_CMA_Min_Temp,BMU02_CMA_Min_Temp,BMU02_CMA_Status,BMU02_CMA_Status,BMU02_CMA_Temp1,BMU02_CMA_Temp1,BMU02_CMA_Temp2,BMU02_CMA_Temp2,BMU02_CMA_Temp3,BMU02_CMA_Temp3,BMU02_CMA_Temp4,BMU02_CMA_Temp4,BMU02_CMA_Temp5,BMU02_CMA_Temp5,BMU02_CMA_Temp6,BMU02_CMA_Temp6,BMU02_CMA_Temp7,BMU02_CMA_Temp7,BMU02_CMA_Voltage,BMU02_CMA_Voltage,BMU02_CellBalancingStatus,BMU02_CellBalancingStatus,BMU02_Cell_10_Voltage,BMU02_Cell_10_Voltage,BMU02_Cell_11_Voltage,BMU02_Cell_11_Voltage,BMU02_Cell_12_Voltage,BMU02_Cell_12_Voltage,BMU02_Cell_13_Voltage,BMU02_Cell_13_Voltage,BMU02_Cell_14_Voltage,BMU02_Cell_14_Voltage,BMU02_Cell_1_Voltage,BMU02_Cell_1_Voltage,BMU02_Cell_2_Voltage,BMU02_Cell_2_Voltage,BMU02_Cell_3_Voltage,BMU02_Cell_3_Voltage,BMU02_Cell_4_Voltage,BMU02_Cell_4_Voltage,BMU02_Cell_5_Voltage,BMU02_Cell_5_Voltage,BMU02_Cell_6_Voltage,BMU02_Cell_6_Voltage,BMU02_Cell_7_Voltage,BMU02_Cell_7_Voltage,BMU02_Cell_8_Voltage,BMU02_Cell_8_Voltage,BMU02_Cell_9_Voltage,BMU02_Cell_9_Voltage,BMU02_Charge_Ah_from_BMU,BMU02_Charge_Ah_from_BMU,BMU02_Discharge_Ah_from_BMU,BMU02_Discharge_Ah_from_BMU,BMU02_Max_Cell_Voltage,BMU02_Max_Cell_Voltage,BMU02_Min_Cell_Voltage,BMU02_Min_Cell_Voltage,BMU02_SOC,BMU02_SOC,BMU02_SOH,BMU02_SOH,BMU03_CMA_Current,BMU03_CMA_Current,BMU03_CMA_Max_Temp,BMU03_CMA_Max_Temp,BMU03_CMA_Min_Temp,BMU03_CMA_Min_Temp,BMU03_CMA_Status,BMU03_CMA_Status,BMU03_CMA_Temp1,BMU03_CMA_Temp1,BMU03_CMA_Temp2,BMU03_CMA_Temp2,BMU03_CMA_Temp3,BMU03_CMA_Temp3,BMU03_CMA_Temp4,BMU03_CMA_Temp4,BMU03_CMA_Temp5,BMU03_CMA_Temp5,BMU03_CMA_Temp6,BMU03_CMA_Temp6,BMU03_CMA_Temp7,BMU03_CMA_Temp7,BMU03_CMA_Voltage,BMU03_CMA_Voltage,BMU03_CellBalancingStatus,BMU03_CellBalancingStatus,BMU03_Cell_10_Voltage,BMU03_Cell_10_Voltage,BMU03_Cell_11_Voltage,BMU03_Cell_11_Voltage,BMU03_Cell_12_Voltage,BMU03_Cell_12_Voltage,BMU03_Cell_13_Voltage,BMU03_Cell_13_Voltage,BMU03_Cell_14_Voltage,BMU03_Cell_14_Voltage,BMU03_Cell_1_Voltage,BMU03_Cell_1_Voltage,BMU03_Cell_2_Voltage,BMU03_Cell_2_Voltage,BMU03_Cell_3_Voltage,BMU03_Cell_3_Voltage,BMU03_Cell_4_Voltage,BMU03_Cell_4_Voltage,BMU03_Cell_5_Voltage,BMU03_Cell_5_Voltage,BMU03_Cell_6_Voltage,BMU03_Cell_6_Voltage,BMU03_Cell_7_Voltage,BMU03_Cell_7_Voltage,BMU03_Cell_8_Voltage,BMU03_Cell_8_Voltage,BMU03_Cell_9_Voltage,BMU03_Cell_9_Voltage,BMU03_Charge_Ah_from_BMU,BMU03_Charge_Ah_from_BMU,BMU03_Discharge_Ah_from_BMU,BMU03_Discharge_Ah_from_BMU,BMU03_Max_Cell_Voltage,BMU03_Max_Cell_Voltage,BMU03_Min_Cell_Voltage,BMU03_Min_Cell_Voltage,BMU03_SOC,BMU03_SOC,BMU03_SOH,BMU03_SOH,BMU04_CMA_Current,BMU04_CMA_Current,BMU04_CMA_Max_Temp,BMU04_CMA_Max_Temp,BMU04_CMA_Min_Temp,BMU04_CMA_Min_Temp,BMU04_CMA_Status,BMU04_CMA_Status,BMU04_CMA_Temp1,BMU04_CMA_Temp1,BMU04_CMA_Temp2,BMU04_CMA_Temp2,BMU04_CMA_Temp3,BMU04_CMA_Temp3,BMU04_CMA_Temp4,BMU04_CMA_Temp4,BMU04_CMA_Temp5,BMU04_CMA_Temp5,BMU04_CMA_Temp6,BMU04_CMA_Temp6,BMU04_CMA_Temp7,BMU04_CMA_Temp7,BMU04_CMA_Voltage,BMU04_CMA_Voltage,BMU04_CellBalancingStatus,BMU04_CellBalancingStatus,BMU04_Cell_10_Voltage,BMU04_Cell_10_Voltage,BMU04_Cell_11_Voltage,BMU04_Cell_11_Voltage,BMU04_Cell_12_Voltage,BMU04_Cell_12_Voltage,BMU04_Cell_13_Voltage,BMU04_Cell_13_Voltage,BMU04_Cell_14_Voltage,BMU04_Cell_14_Voltage,BMU04_Cell_1_Voltage,BMU04_Cell_1_Voltage,BMU04_Cell_2_Voltage,BMU04_Cell_2_Voltage,BMU04_Cell_3_Voltage,BMU04_Cell_3_Voltage,BMU04_Cell_4_Voltage,BMU04_Cell_4_Voltage,BMU04_Cell_5_Voltage,BMU04_Cell_5_Voltage,BMU04_Cell_6_Voltage,BMU04_Cell_6_Voltage,BMU04_Cell_7_Voltage,BMU04_Cell_7_Voltage,BMU04_Cell_8_Voltage,BMU04_Cell_8_Voltage,BMU04_Cell_9_Voltage,BMU04_Cell_9_Voltage,BMU04_Charge_Ah_from_BMU,BMU04_Charge_Ah_from_BMU,BMU04_Discharge_Ah_from_BMU,BMU04_Discharge_Ah_from_BMU,BMU04_Max_Cell_Voltage,BMU04_Max_Cell_Voltage,BMU04_Min_Cell_Voltage,BMU04_Min_Cell_Voltage,BMU04_SOC,BMU04_SOC,BMU04_SOH,BMU04_SOH,BMU05_CMA_Current,BMU05_CMA_Current,BMU05_CMA_Max_Temp,BMU05_CMA_Max_Temp,BMU05_CMA_Min_Temp,BMU05_CMA_Min_Temp,BMU05_CMA_Status,BMU05_CMA_Status,BMU05_CMA_Temp1,BMU05_CMA_Temp1,BMU05_CMA_Temp2,BMU05_CMA_Temp2,BMU05_CMA_Temp3,BMU05_CMA_Temp3,BMU05_CMA_Temp4,BMU05_CMA_Temp4,BMU05_CMA_Temp5,BMU05_CMA_Temp5,BMU05_CMA_Temp6,BMU05_CMA_Temp6,BMU05_CMA_Temp7,BMU05_CMA_Temp7,BMU05_CMA_Voltage,BMU05_CMA_Voltage,BMU05_CellBalancingStatus,BMU05_CellBalancingStatus,BMU05_Cell_10_Voltage,BMU05_Cell_10_Voltage,BMU05_Cell_11_Voltage,BMU05_Cell_11_Voltage,BMU05_Cell_12_Voltage,BMU05_Cell_12_Voltage,BMU05_Cell_13_Voltage,BMU05_Cell_13_Voltage,BMU05_Cell_14_Voltage,BMU05_Cell_14_Voltage,BMU05_Cell_1_Voltage,BMU05_Cell_1_Voltage,BMU05_Cell_2_Voltage,BMU05_Cell_2_Voltage,BMU05_Cell_3_Voltage,BMU05_Cell_3_Voltage,BMU05_Cell_4_Voltage,BMU05_Cell_4_Voltage,BMU05_Cell_5_Voltage,BMU05_Cell_5_Voltage,BMU05_Cell_6_Voltage,BMU05_Cell_6_Voltage,BMU05_Cell_7_Voltage,BMU05_Cell_7_Voltage,BMU05_Cell_8_Voltage,BMU05_Cell_8_Voltage,BMU05_Cell_9_Voltage,BMU05_Cell_9_Voltage,BMU05_Charge_Ah_from_BMU,BMU05_Charge_Ah_from_BMU,BMU05_Discharge_Ah_from_BMU,BMU05_Discharge_Ah_from_BMU,BMU05_Max_Cell_Voltage,BMU05_Max_Cell_Voltage,BMU05_Min_Cell_Voltage,BMU05_Min_Cell_Voltage,BMU05_SOC,BMU05_SOC,BMU05_SOH,BMU05_SOH,BMU06_CMA_Current,BMU06_CMA_Current,BMU06_CMA_Max_Temp,BMU06_CMA_Max_Temp,BMU06_CMA_Min_Temp,BMU06_CMA_Min_Temp,BMU06_CMA_Status,BMU06_CMA_Status,BMU06_CMA_Temp1,BMU06_CMA_Temp1,BMU06_CMA_Temp2,BMU06_CMA_Temp2,BMU06_CMA_Temp3,BMU06_CMA_Temp3,BMU06_CMA_Temp4,BMU06_CMA_Temp4,BMU06_CMA_Temp5,BMU06_CMA_Temp5,BMU06_CMA_Temp6,BMU06_CMA_Temp6,BMU06_CMA_Temp7,BMU06_CMA_Temp7,BMU06_CMA_Voltage,BMU06_CMA_Voltage,BMU06_CellBalancingStatus,BMU06_CellBalancingStatus,BMU06_Cell_10_Voltage,BMU06_Cell_10_Voltage,BMU06_Cell_11_Voltage,BMU06_Cell_11_Voltage,BMU06_Cell_12_Voltage,BMU06_Cell_12_Voltage,BMU06_Cell_13_Voltage,BMU06_Cell_13_Voltage,BMU06_Cell_14_Voltage,BMU06_Cell_14_Voltage,BMU06_Cell_1_Voltage,BMU06_Cell_1_Voltage,BMU06_Cell_2_Voltage,BMU06_Cell_2_Voltage,BMU06_Cell_3_Voltage,BMU06_Cell_3_Voltage,BMU06_Cell_4_Voltage,BMU06_Cell_4_Voltage,BMU06_Cell_5_Voltage,BMU06_Cell_5_Voltage,BMU06_Cell_6_Voltage,BMU06_Cell_6_Voltage,BMU06_Cell_7_Voltage,BMU06_Cell_7_Voltage,BMU06_Cell_8_Voltage,BMU06_Cell_8_Voltage,BMU06_Cell_9_Voltage,BMU06_Cell_9_Voltage,BMU06_Charge_Ah_from_BMU,BMU06_Charge_Ah_from_BMU,BMU06_Discharge_Ah_from_BMU,BMU06_Discharge_Ah_from_BMU,BMU06_Max_Cell_Voltage,BMU06_Max_Cell_Voltage,BMU06_Min_Cell_Voltage,BMU06_Min_Cell_Voltage,BMU06_SOC,BMU06_SOC,BMU06_SOH,BMU06_SOH,BMU07_CMA_Current,BMU07_CMA_Current,BMU07_CMA_Max_Temp,BMU07_CMA_Max_Temp,BMU07_CMA_Min_Temp,BMU07_CMA_Min_Temp,BMU07_CMA_Status,BMU07_CMA_Status,BMU07_CMA_Temp1,BMU07_CMA_Temp1,BMU07_CMA_Temp2,BMU07_CMA_Temp2,BMU07_CMA_Temp3,BMU07_CMA_Temp3,BMU07_CMA_Temp4,BMU07_CMA_Temp4,BMU07_CMA_Temp5,BMU07_CMA_Temp5,BMU07_CMA_Temp6,BMU07_CMA_Temp6,BMU07_CMA_Temp7,BMU07_CMA_Temp7,BMU07_CMA_Voltage,BMU07_CMA_Voltage,BMU07_CellBalancingStatus,BMU07_CellBalancingStatus,BMU07_Cell_10_Voltage,BMU07_Cell_10_Voltage,BMU07_Cell_11_Voltage,BMU07_Cell_11_Voltage,BMU07_Cell_12_Voltage,BMU07_Cell_12_Voltage,BMU07_Cell_13_Voltage,BMU07_Cell_13_Voltage,BMU07_Cell_14_Voltage,BMU07_Cell_14_Voltage,BMU07_Cell_1_Voltage,BMU07_Cell_1_Voltage,BMU07_Cell_2_Voltage,BMU07_Cell_2_Voltage,BMU07_Cell_3_Voltage,BMU07_Cell_3_Voltage,BMU07_Cell_4_Voltage,BMU07_Cell_4_Voltage,BMU07_Cell_5_Voltage,BMU07_Cell_5_Voltage,BMU07_Cell_6_Voltage,BMU07_Cell_6_Voltage,BMU07_Cell_7_Voltage,BMU07_Cell_7_Voltage,BMU07_Cell_8_Voltage,BMU07_Cell_8_Voltage,BMU07_Cell_9_Voltage,BMU07_Cell_9_Voltage,BMU07_Charge_Ah_from_BMU,BMU07_Charge_Ah_from_BMU,BMU07_Discharge_Ah_from_BMU,BMU07_Discharge_Ah_from_BMU,BMU07_Max_Cell_Voltage,BMU07_Max_Cell_Voltage,BMU07_Min_Cell_Voltage,BMU07_Min_Cell_Voltage,BMU07_SOC,BMU07_SOC,BMU07_SOH,BMU07_SOH,BMU08_CMA_Current,BMU08_CMA_Current,BMU08_CMA_Max_Temp,BMU08_CMA_Max_Temp,BMU08_CMA_Min_Temp,BMU08_CMA_Min_Temp,BMU08_CMA_Status,BMU08_CMA_Status,BMU08_CMA_Temp1,BMU08_CMA_Temp1,BMU08_CMA_Temp2,BMU08_CMA_Temp2,BMU08_CMA_Temp3,BMU08_CMA_Temp3,BMU08_CMA_Temp4,BMU08_CMA_Temp4,BMU08_CMA_Temp5,BMU08_CMA_Temp5,BMU08_CMA_Temp6,BMU08_CMA_Temp6,BMU08_CMA_Temp7,BMU08_CMA_Temp7,BMU08_CMA_Voltage,BMU08_CMA_Voltage,BMU08_CellBalancingStatus,BMU08_CellBalancingStatus,BMU08_Cell_10_Voltage,BMU08_Cell_10_Voltage,BMU08_Cell_11_Voltage,BMU08_Cell_11_Voltage,BMU08_Cell_12_Voltage,BMU08_Cell_12_Voltage,BMU08_Cell_13_Voltage,BMU08_Cell_13_Voltage,BMU08_Cell_14_Voltage,BMU08_Cell_14_Voltage,BMU08_Cell_1_Voltage,BMU08_Cell_1_Voltage,BMU08_Cell_2_Voltage,BMU08_Cell_2_Voltage,BMU08_Cell_3_Voltage,BMU08_Cell_3_Voltage,BMU08_Cell_4_Voltage,BMU08_Cell_4_Voltage,BMU08_Cell_5_Voltage,BMU08_Cell_5_Voltage,BMU08_Cell_6_Voltage,BMU08_Cell_6_Voltage,BMU08_Cell_7_Voltage,BMU08_Cell_7_Voltage,BMU08_Cell_8_Voltage,BMU08_Cell_8_Voltage,BMU08_Cell_9_Voltage,BMU08_Cell_9_Voltage,BMU08_Charge_Ah_from_BMU,BMU08_Charge_Ah_from_BMU,BMU08_Discharge_Ah_from_BMU,BMU08_Discharge_Ah_from_BMU,BMU08_Max_Cell_Voltage,BMU08_Max_Cell_Voltage,BMU08_Min_Cell_Voltage,BMU08_Min_Cell_Voltage,BMU08_SOC,BMU08_SOC,BMU08_SOH,BMU08_SOH,Ardu_Press,Ardu_Temp1,Ardu_Temp2,modbus_Power,modbus_Current,modbus_Voltage,isModbusHighVoltageDagnerous,isModbusHighVoltageWarning,isModbusLowVoltageDangerous,isModbusLowVoltageWarning,isPcanTempDangerous,isPcanTempWarning,isPcanVoltageHighDangerous,isPcanVoltageHighWarning,isPcanVoltageLowDangerous,isPcanVoltageLowWarning,warning,dangerous
06-04-2021,12:05:53,-84.10000000000001,-84.10000000000001,20,20,19,19,3,3,19,19,19,19,20,20,20,20,20,20,19,19,19,19,45.93,45.93,0,0,3.83,3.83,3.8200000000000003,3.8200000000000003,3.83,3.83,2.2,2.2,2.2,2.2,3.83,3.83,3.83,3.83,3.8200000000000003,3.8200000000000003,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,0,0,398597,398597,3.83,3.83,3.8200000000000003,3.8200000000000003,32.5,32.5,100,100,-96.7,-96.7,20,20,19,19,67,67,19,19,19,19,20,20,19,19,20,20,20,20,20,20,45.84,45.84,0,0,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,2.2,2.2,2.2,2.2,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.83,3.83,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,0,0,469685,469685,3.83,3.83,3.8200000000000003,3.8200000000000003,31.0,31.0,100,100,-81.9,-81.9,20,20,19,19,67,67,20,20,19,19,20,20,20,20,19,19,19,19,19,19,45.95,45.95,0,0,3.83,3.83,3.83,3.83,3.83,3.83,2.2,2.2,2.2,2.2,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,0,0,384173,384173,3.83,3.83,3.83,3.83,34.5,34.5,100,100,-96.0,-96.0,20,20,20,20,67,67,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45.730000000000004,45.730000000000004,0,0,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,2.2,2.2,2.2,2.2,3.8100000000000005,3.8100000000000005,3.8000000000000003,3.8000000000000003,3.8200000000000003,3.8200000000000003,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,3.8100000000000005,0,0,486091,486091,3.8200000000000003,3.8200000000000003,3.8000000000000003,3.8000000000000003,31.5,31.5,100,100,-181.70000000000002,-181.70000000000002,21,21,20,20,67,67,21,21,20,20,20,20,20,20,20,20,20,20,20,20,45.89,45.89,0,0,3.8200000000000003,3.8200000000000003,3.83,3.83,3.8200000000000003,3.8200000000000003,2.2,2.2,2.2,2.2,3.83,3.83,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.83,3.83,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.83,3.83,0,0,865619,865619,3.83,3.83,3.8200000000000003,3.8200000000000003,21.5,21.5,100,100,-95.9,-95.9,20,20,19,19,3,3,19,19,19,19,19,19,20,20,20,20,20,20,20,20,45.9,45.9,0,0,3.83,3.83,3.8200000000000003,3.8200000000000003,3.83,3.83,2.2,2.2,2.2,2.2,3.83,3.83,3.83,3.83,3.83,3.83,3.8200000000000003,3.8200000000000003,3.83,3.83,3.83,3.83,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.83,3.83,6062,6062,375750,375750,3.83,3.83,3.8200000000000003,3.8200000000000003,33.5,33.5,100,100,-81.80000000000001,-81.80000000000001,20,20,20,20,67,67,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45.87,45.87,0,0,3.8200000000000003,3.8200000000000003,3.83,3.83,3.8200000000000003,3.8200000000000003,2.2,2.2,2.2,2.2,3.83,3.83,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.83,3.83,3.8200000000000003,3.8200000000000003,3.83,3.83,3.8200000000000003,3.8200000000000003,3.83,3.83,0,0,379538,379538,3.83,3.83,3.8200000000000003,3.8200000000000003,32.0,32.0,100,100,-136.6,-136.6,21,21,20,20,3,3,20,20,20,20,21,21,20,20,21,21,21,21,20,20,45.88,45.88,0,0,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.83,3.83,2.2,2.2,2.2,2.2,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.83,3.83,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003,498,498,644469,644469,3.83,3.83,3.8200000000000003,3.8200000000000003,25.5,25.5,100,100,22,58,44,-0.05035707745834096,0.2111567550965562,367.1376689962462,False,False,False,False,False,False,False,False,False,False,False,False
