date,time,Ardu_Press,Ardu_Temp1,Ardu_Temp2,modbus_Power,modbus_Current,modbus_Voltage,isModbusHighVoltageDagnerous,isModbusHighVoltageWarning,isModbusLowVoltageDangerous,isModbusLowVoltageWarning,isPcanTempDangerous,isPcanTempWarning,isPcanVoltageHighDangerous,isPcanVoltageHighWarning,isPcanVoltageLowDangerous,isPcanVoltageLowWarning,warning,dangerous
06-04-2021,11:22:34,107,6,30,19.98260391869621,53.518639382654435,367.53440961943414,False,False,False,False,False,False,False,False,False,False,False,False
06-04-2021,11:22:36,96,32,28,20.289324299578833,53.17311014704188,367.50389110995815,False,False,False,False,False,False,False,False,False,False,False,False
